initial_trust_mean,mobility,cdem_size,share_trusting,avg_final_trust,std_final_trust,avg_cdem_occupancy,avg_trusted_cooperators,initial_trust
0.5,2,100,0.1,0.1775,0.2921088742993688,29.588033333333335,46497.1,0.5
0.5,2,200,0.1,0.1778,0.2922325633996169,30.642499999999995,46520.35,0.5
0.5,2,1000,0.1,0.1778,0.2922325633996169,30.642499999999995,46520.35,0.5
0.5,5,100,0.0,0.0,0.0,10.030933333333333,10106.3,0.5
0.5,5,200,0.0,0.0,0.0,10.031166666666667,10106.3,0.5
0.5,5,1000,0.0,0.0,0.0,10.031166666666667,10106.3,0.5
0.5,10,100,0.0,0.0,0.0,7.800133333333333,5989.65,0.5
0.5,10,200,0.0,0.0,0.0,7.800133333333333,5989.65,0.5
0.5,10,1000,0.0,0.0,0.0,7.800133333333333,5989.65,0.5
